id,dob,state,ela09,math09,sci09,hist09,ela10,math10,sci10,hist10
496,10/11/2006,FL,571,464,690,558,588,624,867,571
497,08/10/2006,NE,799,315,378,496,750,353,320,628
498,08/11/2006,IA,572,680,438,474,596,744,541,426
499,08/18/2006,AZ,799,659,441,373,677,764,527,322
500,11/01/2006,FL,789,450,573,336,766,563,711,415
501,06/22/2006,NM,408,327,301,531,386,323,426,567
502,05/16/2006,KS,462,522,729,535,573,488,749,509
503,06/11/2006,WY,461,584,457,559,468,690,351,657
504,03/16/2006,NY,460,431,330,705,458,546,380,817
505,09/07/2006,IN,613,791,504,361,569,696,499,424
506,04/07/2006,NY,452,387,377,300,463,215,244,240
507,10/19/2006,GA,519,706,431,798,579,711,356,861
508,02/28/2006,MO,681,349,711,685,666,327,786,717
509,01/26/2006,ME,782,435,322,422,733,490,236,533
510,01/16/2006,OR,613,327,665,641,574,318,685,723
511,11/08/2006,TN,360,604,454,313,401,585,466,257
512,10/02/2006,SD,690,373,309,303,728,335,223,381
513,02/04/2006,MO,776,694,792,644,802,743,625,672
514,07/19/2006,ID,639,793,741,785,725,753,722,804
515,02/03/2006,FL,627,561,628,761,570,633,613,802
516,02/09/2006,NY,442,457,679,580,435,503,693,509
517,02/19/2006,WY,443,758,542,665,379,654,623,729
518,09/29/2006,CT,672,376,468,378,719,206,414,391
519,06/09/2006,MI,421,512,381,500,384,434,369,531
520,07/11/2006,RI,535,672,703,744,438,718,685,819
521,06/03/2006,WY,790,480,721,340,777,440,888,411
522,05/09/2006,NY,662,375,610,539,615,457,685,509
523,12/12/2006,GA,409,712,489,579,461,663,446,579
524,06/01/2006,WA,428,555,598,670,511,526,607,694
525,09/04/2006,NH,628,428,409,382,568,456,495,476
526,09/26/2006,SC,682,382,531,562,743,378,604,619
527,10/17/2006,AR,600,580,304,781,549,598,356,912
528,08/08/2006,AK,642,778,799,608,685,734,819,549
529,08/25/2006,WA,776,706,660,317,749,734,690,273
530,04/11/2006,SC,686,501,462,547,662,529,373,649
531,10/07/2006,CT,737,440,393,536,778,396,355,682
532,01/24/2006,SD,428,454,455,617,383,459,297,676
533,03/17/2006,NY,605,557,626,587,557,636,528,528
534,03/07/2006,MA,741,630,574,502,739,691,560,615
535,06/15/2006,FL,497,792,689,782,445,890,677,802
536,12/28/2006,OR,749,770,767,671,719,614,744,719
537,02/18/2006,ND,560,361,560,463,580,370,571,468
538,11/16/2006,HI,740,723,365,675,603,679,269,581
539,10/23/2006,AZ,425,385,670,742,507,357,763,615
540,01/08/2006,NV,401,320,315,542,398,393,309,549
541,05/20/2006,ME,423,442,657,323,456,465,784,347
542,02/04/2006,AL,376,495,415,785,450,513,508,764
543,05/30/2006,NV,799,690,689,473,768,641,617,407
544,04/13/2006,HI,446,691,383,701,425,808,322,658
545,10/20/2006,MD,342,707,413,535,322,650,522,595
546,09/11/2006,AZ,351,358,455,412,468,340,551,523
547,03/03/2006,OR,615,432,611,345,603,402,677,380
548,02/15/2006,IA,436,560,770,671,471,712,684,649
549,09/22/2006,NM,558,602,329,731,569,564,359,684
550,08/09/2006,DE,476,760,612,488,463,803,474,486
551,01/16/2006,OK,459,535,599,508,527,568,600,470
552,02/22/2006,MS,412,555,338,447,393,537,321,402
553,01/18/2006,RI,655,796,400,438,679,852,441,523
554,01/31/2006,WI,738,571,630,697,712,457,620,734
555,03/08/2006,KY,569,367,676,799,527,419,779,845
556,04/20/2006,TX,592,556,327,567,560,478,214,546
557,10/20/2006,ND,519,602,581,739,497,594,566,850
558,07/31/2006,TX,673,692,700,646,664,672,653,570
559,04/30/2006,WI,463,601,782,617,492,569,757,703
560,08/08/2006,ME,705,556,326,380,746,560,373,420
561,02/28/2006,WV,559,592,621,606,552,660,598,617
562,06/07/2006,AR,735,463,451,302,738,470,513,260
563,03/28/2006,MT,537,799,324,432,580,764,324,351
564,01/20/2006,IN,662,469,405,433,725,403,404,359
565,11/21/2006,OH,310,488,307,775,318,599,147,869
566,11/06/2006,MA,662,732,512,543,641,667,418,581
567,08/28/2006,VT,387,775,424,344,395,828,452,231
568,11/06/2006,VT,378,638,701,559,428,706,850,656
569,03/14/2006,NH,613,501,482,716,667,531,482,725
570,10/19/2006,IA,505,733,612,693,433,725,723,550
571,06/29/2006,UT,387,529,513,522,382,458,615,510
572,02/14/2006,NJ,542,446,306,392,481,502,449,348
573,01/08/2006,OH,364,621,444,712,352,645,578,698
574,09/18/2006,FL,336,420,658,584,364,417,692,550
575,04/15/2006,WA,782,782,358,587,682,637,266,523
576,12/29/2006,NH,475,642,541,555,522,522,552,548
577,12/17/2006,MD,325,370,425,383,378,258,361,432
578,01/25/2006,GA,596,517,343,400,607,582,477,487
579,02/01/2006,WI,619,393,713,627,582,413,649,551
580,06/18/2006,AL,782,582,729,717,722,564,880,682
581,10/19/2006,PA,393,322,681,333,383,364,701,361
582,11/21/2006,NJ,458,761,629,375,483,756,601,412
583,08/03/2006,KY,674,581,369,577,751,544,484,548
584,01/12/2006,FL,352,615,330,519,422,727,297,616
585,07/30/2006,TN,361,598,714,635,385,524,756,709
586,03/19/2006,UT,358,789,539,726,449,865,517,757
587,06/22/2006,MI,739,326,664,677,856,438,717,689
588,12/23/2006,NM,748,642,337,673,805,549,346,661
589,01/05/2006,AZ,783,351,356,420,877,257,373,448
590,02/04/2006,WV,324,466,798,658,339,513,945,641
591,12/24/2006,MI,651,626,612,775,536,619,653,656
592,11/02/2006,ME,448,583,323,499,353,605,320,485
593,04/18/2006,ID,535,432,422,506,560,447,412,414
594,02/14/2006,KY,533,723,495,331,633,708,431,366
595,03/16/2006,ND,404,602,597,405,409,607,499,417
596,01/16/2006,SD,427,659,458,699,388,622,373,763
597,01/20/2006,WY,766,699,796,446,792,649,863,431
598,12/10/2006,DE,347,588,617,551,207,463,682,478
599,08/21/2006,OK,596,707,428,716,582,635,493,798
600,12/12/2006,AK,771,347,436,416,683,237,517,523
601,12/25/2006,VA,470,572,741,788,421,516,680,764
602,10/25/2006,NY,464,704,481,486,358,773,466,502
603,07/28/2006,NV,517,766,371,529,547,807,312,597
604,07/07/2006,GA,785,668,714,488,604,628,741,410
605,03/13/2006,OK,481,440,365,584,450,481,200,644
606,07/23/2006,NE,512,316,564,794,471,213,654,693
607,08/05/2006,OR,350,345,489,769,324,381,376,833
608,09/28/2006,MA,420,707,628,500,378,596,671,601
609,12/07/2006,OK,605,495,412,785,688,501,537,827
610,03/01/2006,IL,509,675,794,326,569,670,668,261
611,06/02/2006,ME,776,340,666,368,770,397,649,437
612,11/11/2006,OH,593,785,757,748,681,639,653,743
613,02/27/2006,PA,469,546,425,419,467,599,339,407
614,09/12/2006,AK,312,310,633,747,295,318,615,723
615,02/04/2006,NV,406,323,338,532,332,368,356,559
616,10/26/2006,MS,565,515,659,754,662,461,740,726
617,04/09/2006,NV,451,410,799,639,436,411,832,635
618,06/14/2006,OH,624,445,481,551,567,403,332,492
619,05/20/2006,ND,364,675,760,324,339,791,766,351
620,06/16/2006,VA,351,520,596,619,309,546,551,551
621,12/12/2006,MO,799,506,616,394,745,376,640,375
622,08/04/2006,VT,359,731,782,534,372,655,795,555
623,03/16/2006,ME,788,674,503,325,702,667,510,296
624,08/03/2006,KY,369,427,793,363,386,507,817,267
625,05/13/2006,PA,779,560,427,733,829,569,625,760
626,06/15/2006,AR,308,651,729,776,236,814,816,656
627,10/05/2006,AZ,577,735,336,747,567,679,108,775
628,09/25/2006,OK,421,359,728,590,488,352,696,620
629,02/11/2006,OH,486,488,393,790,527,535,513,691
630,03/30/2006,MO,454,673,504,419,454,632,476,416
631,04/29/2006,NM,731,753,508,364,734,812,303,389
632,05/23/2006,NH,553,564,633,562,510,660,676,462
633,02/14/2006,MD,301,732,341,700,256,741,329,756
634,11/13/2006,AL,301,577,675,399,431,639,758,482
635,09/06/2006,SC,546,769,424,380,498,736,433,395
636,09/19/2006,AL,380,404,736,667,257,451,723,721
637,09/06/2006,ME,393,413,778,573,410,460,811,629
638,07/27/2006,NE,370,531,544,504,463,497,509,593
639,03/07/2006,MA,722,682,771,422,682,614,957,376
640,06/21/2006,OR,312,394,749,365,319,442,663,429
641,07/15/2006,NE,747,430,686,731,735,393,633,770
642,10/14/2006,OK,729,560,435,427,652,566,305,473
643,05/20/2006,OR,556,350,427,693,655,282,451,748
644,09/21/2006,ID,329,543,452,627,344,513,423,706
645,07/20/2006,OH,571,581,660,761,617,599,531,832
646,02/26/2006,MI,457,350,689,443,475,260,802,371
647,10/27/2006,DE,307,526,726,349,204,429,760,258
648,07/31/2006,NC,419,714,665,664,376,628,535,728
649,08/12/2006,MI,330,326,586,622,269,411,671,752
650,03/01/2006,WY,417,424,406,761,533,324,344,731
651,04/16/2006,OH,770,596,323,582,694,655,298,525
652,08/30/2006,TX,577,573,491,482,652,555,604,475
653,01/06/2006,CO,591,520,466,541,643,587,506,621
654,02/07/2006,UT,377,314,751,792,479,429,719,769
655,06/25/2006,DE,377,552,491,765,325,702,384,715
656,05/07/2006,CT,775,509,743,734,828,436,891,730
657,10/25/2006,TN,631,657,752,309,597,640,843,170
658,12/18/2006,OH,444,416,672,675,443,341,695,635
659,12/30/2006,WY,790,444,716,765,700,439,760,798
660,08/25/2006,DE,473,580,770,487,540,531,892,548
661,05/19/2006,AR,694,429,402,550,616,433,520,471
662,12/24/2006,MO,375,508,406,627,361,546,466,728
663,11/09/2006,MD,443,610,466,419,421,616,530,415
664,10/08/2006,MN,350,571,694,412,228,551,762,444
665,09/20/2006,WY,362,677,450,769,322,715,437,794
666,03/18/2006,AZ,662,533,449,719,665,482,293,586
667,05/16/2006,GA,580,355,455,589,619,304,539,537
668,02/09/2006,AL,371,451,395,686,365,352,398,681
669,04/12/2006,MI,665,407,528,329,556,229,558,403
670,08/20/2006,GA,515,392,648,740,467,297,728,669
671,04/20/2006,LA,526,464,617,555,527,558,560,582
672,05/30/2006,IA,589,660,558,331,652,571,565,348
673,01/10/2006,NJ,338,401,515,644,208,491,636,659
674,12/26/2006,CT,569,612,710,700,456,705,738,738
675,12/08/2006,SD,559,379,451,707,627,414,549,724
676,01/25/2006,NC,685,796,418,786,818,819,343,801
677,06/07/2006,IA,678,623,777,688,697,591,810,718
678,11/23/2006,NE,470,703,685,334,438,600,718,427
679,07/15/2006,OK,374,340,601,404,300,226,604,373
680,08/19/2006,OH,350,681,667,741,389,772,668,588
681,09/13/2006,GA,553,474,350,651,604,474,339,589
682,01/21/2006,LA,715,775,718,325,697,908,742,342
683,02/03/2006,GA,647,305,618,642,628,252,682,669
684,06/17/2006,IL,582,755,714,318,616,721,755,343
685,09/10/2006,OR,772,505,588,311,788,382,529,270
686,09/26/2006,WY,732,493,328,701,612,466,371,611
687,11/24/2006,WY,536,376,395,765,462,398,562,749
688,09/17/2006,NC,737,546,450,518,695,515,457,517
689,09/18/2006,RI,556,646,681,542,715,555,618,469
690,03/31/2006,OH,347,454,672,382,318,484,741,319
691,11/26/2006,NY,416,691,327,300,529,738,280,355
692,07/08/2006,DE,626,787,698,703,686,716,730,691
693,12/07/2006,HI,703,337,789,771,748,270,848,643
694,04/03/2006,OK,502,626,360,578,485,670,248,615
695,04/06/2006,WY,534,740,633,462,525,835,705,423
696,05/07/2006,DE,582,654,786,709,528,715,876,804
697,03/25/2006,CA,531,394,717,604,459,533,608,660
698,11/26/2006,NH,538,653,409,607,514,670,398,562
699,07/26/2006,WA,661,355,550,778,584,219,472,746
700,02/04/2006,WY,704,791,789,598,747,755,896,639
701,01/27/2006,TX,336,320,332,636,349,283,347,764
702,12/07/2006,NC,410,786,505,625,416,684,525,591
703,02/11/2006,FL,516,670,411,697,550,754,488,687
704,07/24/2006,KY,495,540,600,558,527,454,591,649
705,01/24/2006,KY,579,607,753,706,571,815,736,618
706,11/16/2006,NC,616,677,562,719,622,715,495,769
707,12/27/2006,NJ,556,724,757,330,574,770,649,409
708,03/21/2006,HI,689,622,614,323,640,559,572,379
709,07/28/2006,ID,335,661,341,606,349,568,315,568
710,02/19/2006,ID,695,660,377,333,881,765,334,440
711,01/06/2006,ND,591,450,620,570,583,449,595,655
712,01/28/2006,AL,565,466,592,644,489,479,595,716
713,04/16/2006,TN,770,345,621,505,700,216,639,387
714,06/12/2006,SD,598,318,558,753,556,315,626,840
715,07/30/2006,AK,579,566,397,773,544,451,543,783
716,07/12/2006,WA,542,740,695,506,504,630,638,565
717,09/13/2006,NY,568,410,414,683,437,543,438,710
718,02/23/2006,GA,546,318,312,492,688,359,336,440
719,02/22/2006,ND,492,594,385,608,524,636,367,514
720,05/22/2006,IN,332,634,753,708,309,630,818,672
721,08/28/2006,NV,335,589,542,315,397,659,431,318
722,09/06/2006,PA,708,446,533,563,664,464,506,638
723,11/14/2006,KS,492,344,338,657,439,308,498,669
724,10/03/2006,VT,604,624,312,655,691,598,310,791
725,10/20/2006,OR,553,592,705,400,387,673,779,344
726,09/16/2006,UT,729,742,502,686,905,659,571,702
727,03/21/2006,MA,390,488,457,518,419,585,405,646
728,01/30/2006,MO,530,403,541,699,460,336,522,668
729,06/30/2006,IN,386,374,653,748,513,438,764,638
730,06/17/2006,TX,800,756,300,329,793,721,370,373
731,09/27/2006,ME,685,692,791,739,569,598,793,806
732,01/03/2006,WA,637,562,690,343,672,575,905,387
733,10/10/2006,CO,485,756,482,553,526,790,421,492
734,02/10/2006,WV,577,422,603,759,572,371,608,785
735,01/02/2006,MN,443,310,619,562,402,379,583,450
736,04/29/2006,MS,605,307,334,720,599,329,238,781
737,07/10/2006,MN,561,428,451,351,538,494,469,349
738,11/18/2006,CA,472,656,514,773,572,740,489,849
739,06/20/2006,OR,346,420,472,342,315,278,528,258
740,08/27/2006,SC,785,685,609,421,806,677,681,364
741,11/26/2006,NM,374,707,354,461,287,751,186,540
742,02/15/2006,NE,559,394,337,340,584,390,275,397
743,08/24/2006,NJ,531,630,334,512,515,686,501,512
744,07/03/2006,MD,322,643,318,576,312,614,278,555
745,05/24/2006,VA,339,601,675,626,309,682,706,715
746,09/11/2006,HI,435,657,487,373,426,636,332,522
747,08/01/2006,NE,535,592,473,564,468,617,471,578
748,06/19/2006,DE,327,557,673,640,396,558,800,575
749,05/01/2006,GA,574,396,534,327,579,402,518,343
750,11/20/2006,WY,645,411,493,609,656,361,493,500
751,07/10/2006,NV,680,753,682,505,691,620,680,484
752,03/05/2006,ME,474,437,448,739,538,437,427,615
753,08/23/2006,LA,502,622,533,403,507,532,518,522
754,10/20/2006,NJ,350,425,681,623,320,393,892,611
755,10/21/2006,WY,459,300,477,783,599,353,471,790
756,02/27/2006,UT,465,316,677,704,544,302,702,824
757,11/14/2006,WV,581,752,344,719,543,773,398,630
758,06/12/2006,HI,413,355,644,434,399,319,573,467
759,04/21/2006,MN,311,348,643,557,308,334,717,568
760,03/11/2006,SC,417,784,554,414,474,672,497,504
761,04/12/2006,MO,541,612,499,523,561,506,594,564
762,12/24/2006,OH,617,655,414,481,642,592,515,429
763,01/24/2006,MO,592,465,383,404,581,370,456,366
764,08/18/2006,SD,372,443,591,581,343,455,562,626
765,07/03/2006,RI,671,677,601,593,690,591,600,458
766,01/15/2006,AL,687,486,513,514,680,463,465,398
767,05/27/2006,WA,723,660,668,785,603,740,719,781
768,12/21/2006,IL,709,501,686,387,721,498,593,403
769,07/27/2006,MN,355,704,670,660,257,571,743,638
770,04/05/2006,WA,781,646,496,351,805,761,479,248
771,10/16/2006,IN,617,597,579,373,570,651,545,347
772,07/10/2006,AK,800,427,407,377,831,416,373,273
773,05/16/2006,AL,404,667,663,430,387,740,667,345
774,10/06/2006,AL,790,522,469,732,770,515,462,796
775,05/03/2006,TN,485,634,457,718,565,543,559,689
776,01/17/2006,ID,694,515,688,756,578,484,670,712
777,08/14/2006,WI,716,388,508,450,720,492,554,445
778,01/07/2006,AK,475,679,505,360,433,605,630,327
779,04/23/2006,CT,523,708,486,726,625,665,535,742
780,08/03/2006,SD,532,748,693,326,539,831,770,430
781,06/25/2006,SC,579,628,385,718,622,802,472,631
782,01/24/2006,VA,359,688,377,415,427,704,313,449
783,09/07/2006,IA,775,410,603,319,688,401,707,365
784,01/22/2006,RI,631,769,754,477,650,804,683,478
785,12/07/2006,NC,726,620,392,462,762,627,361,395
786,10/28/2006,UT,675,751,464,336,688,824,396,441
787,11/15/2006,OH,693,685,397,482,655,783,496,591
788,01/09/2006,MI,678,695,691,372,722,631,594,448
789,07/24/2006,MN,384,376,602,770,322,394,555,758
790,05/20/2006,DE,328,305,735,304,395,313,766,332
791,10/09/2006,WY,421,627,646,355,421,594,658,332
792,02/05/2006,CO,426,668,512,394,370,537,421,472
793,07/24/2006,OH,668,425,325,693,818,555,204,730
794,07/28/2006,WI,545,520,451,479,547,430,500,403
795,09/26/2006,KY,665,324,366,746,670,368,365,792
796,03/03/2006,MA,536,757,460,503,585,776,483,521
797,01/17/2006,NH,686,786,507,671,740,730,565,583
798,02/28/2006,IL,624,743,671,718,497,663,658,864
799,01/14/2006,NH,458,799,620,660,419,847,705,531
800,01/16/2006,ND,575,317,332,521,523,399,335,497
801,11/13/2006,OK,703,688,326,438,670,693,206,364
802,07/09/2006,ME,791,744,329,725,880,599,455,668
803,04/03/2006,ID,573,435,392,646,472,332,503,723
804,02/17/2006,AL,462,432,541,301,518,483,711,391
805,05/29/2006,KS,304,722,647,544,407,817,641,629
806,11/30/2006,NJ,769,659,712,351,699,587,673,367
807,06/03/2006,NV,646,701,345,317,654,740,169,398
808,06/25/2006,AK,305,527,623,443,315,549,655,423
809,09/30/2006,ND,436,312,507,505,370,310,513,427
810,07/30/2006,MA,418,328,392,655,414,281,386,674
811,08/11/2006,FL,309,313,448,534,345,314,461,596
812,08/14/2006,WY,513,426,537,419,564,435,520,436
813,11/16/2006,NH,486,796,362,403,458,764,476,299
814,12/20/2006,OH,517,340,366,634,578,420,415,714
815,12/22/2006,PA,345,369,660,512,289,387,759,426
816,05/18/2006,SD,745,463,333,597,805,450,461,707
817,09/23/2006,MN,578,591,629,342,627,613,630,256
818,02/24/2006,CT,641,665,375,349,619,762,381,370
819,04/12/2006,UT,633,490,767,757,728,509,729,804
820,12/10/2006,MS,512,474,512,765,508,419,513,690
821,05/19/2006,ND,635,568,446,331,507,417,659,300
822,08/19/2006,OH,465,318,489,654,466,321,344,587
823,12/08/2006,VA,527,688,772,372,494,683,633,310
824,06/03/2006,NM,425,641,736,563,338,742,761,527
825,02/27/2006,GA,418,612,730,469,241,437,767,489
826,03/14/2006,KY,317,568,709,576,289,471,668,502
827,08/10/2006,NC,551,705,304,760,551,670,232,713
828,09/02/2006,DE,769,526,502,571,776,512,634,644
829,06/22/2006,RI,506,309,510,521,572,385,514,498
830,10/29/2006,NY,628,518,732,726,588,463,710,735
831,09/05/2006,HI,674,484,761,755,625,501,787,679
832,08/04/2006,MS,337,502,330,747,383,459,288,783
833,01/19/2006,VT,657,469,735,749,662,526,833,802
834,02/18/2006,PA,585,701,437,428,637,645,449,471
835,08/07/2006,MI,565,550,628,675,533,518,551,629
836,02/28/2006,LA,444,693,774,614,454,786,728,544
837,10/19/2006,LA,438,422,397,355,539,473,569,266
838,05/18/2006,WV,500,772,634,506,442,767,588,382
839,10/11/2006,IN,514,580,687,798,552,585,640,821
840,11/02/2006,AK,473,343,583,375,452,264,634,411
841,09/06/2006,KS,338,529,334,567,269,625,354,497
842,04/04/2006,WI,420,350,684,395,594,470,625,306
843,08/01/2006,AR,614,713,498,515,598,731,540,470
844,10/05/2006,MI,311,660,620,358,208,636,617,331
845,09/22/2006,RI,583,668,648,566,538,738,674,443
846,04/26/2006,MS,505,504,531,737,548,528,468,685
847,02/24/2006,NJ,564,695,634,482,707,701,678,435
848,04/26/2006,WA,532,471,500,442,600,599,459,431
849,02/01/2006,VT,704,671,484,463,595,564,519,448
850,10/29/2006,UT,362,597,716,394,276,604,568,436
851,06/14/2006,NY,588,518,322,755,488,561,247,757
852,04/01/2006,MI,536,369,461,687,428,301,330,813
853,04/13/2006,NE,482,318,459,697,614,338,486,780
854,01/29/2006,ID,627,685,654,394,663,791,633,400
855,06/23/2006,OH,368,508,441,735,329,554,459,772
856,03/25/2006,MN,494,700,579,585,473,669,510,596
857,02/19/2006,KY,647,709,500,445,653,664,625,406
858,12/25/2006,PA,543,667,562,566,427,729,707,665
859,05/29/2006,SD,660,773,798,452,765,755,791,441
860,09/23/2006,TX,589,530,766,669,604,505,744,614
861,01/24/2006,MS,699,736,333,764,708,678,342,792
862,12/15/2006,SD,450,603,453,698,380,629,479,793
863,07/30/2006,ID,761,360,781,733,776,414,871,699
864,07/11/2006,NJ,452,490,568,674,508,549,461,776
865,12/28/2006,AK,690,746,454,743,704,801,363,744
866,10/12/2006,MN,694,635,519,687,719,684,467,661
867,09/27/2006,CO,747,658,619,536,819,752,647,488
868,10/07/2006,KY,515,503,666,420,602,535,629,421
869,12/10/2006,CA,505,432,409,492,542,434,478,514
870,06/21/2006,HI,429,328,646,393,329,305,516,384
871,01/18/2006,MD,735,560,564,306,776,373,558,298
872,06/29/2006,CT,715,612,354,510,673,628,401,565
873,02/14/2006,PA,394,609,572,670,364,636,665,605
874,08/04/2006,CA,304,319,584,636,263,284,549,689
875,09/25/2006,AL,419,395,362,408,528,331,462,363
876,06/15/2006,FL,745,641,494,407,766,651,447,489
877,05/14/2006,TX,505,407,773,634,433,337,713,552
878,04/13/2006,AZ,675,312,714,387,694,351,641,350
879,08/06/2006,CO,690,548,478,766,744,618,455,776
880,08/24/2006,SD,553,687,591,573,567,627,563,533
881,02/18/2006,ID,645,746,495,756,645,767,593,660
882,06/29/2006,WI,586,704,597,407,539,700,388,358
883,12/06/2006,CA,649,535,509,310,473,415,555,449
